ID,type,lng,lat,first_receive_tm,last_receive_tm,service_time,reward,unit_charging_cost,charge_rate_kwh_per_hour
111,c,116.207234,40.06507,0.0,120.0,30.0,18,0.0,0
112,c,116.498353,39.934944,60.0,90.0,30.0,7,0.0,0
113,c,116.397493,39.887702,0.0,120.0,30.0,9,0.0,0
114,c,116.279376,39.75659,120.0,240.0,30.0,16,0.0,0
115,c,116.37485,40.056219,90.0,210.0,30.0,12,0.0,0
116,c,116.408855,39.920865,120.0,240.0,30.0,7,0.0,0
117,c,116.318109,40.013436,120.0,240.0,30.0,6,0.0,0
118,c,116.452279,39.748087,120.0,240.0,30.0,17,0.0,0
119,c,116.393179,40.122868,120.0,210.0,30.0,14,0.0,0
120,c,116.595639,39.929766,60.0,150.0,30.0,9,0.0,0
121,c,116.487234,40.13363,90.0,180.0,30.0,14,0.0,0
122,c,116.165116,39.871749,150.0,240.0,30.0,17,0.0,0
123,c,116.27771,40.042378,120.0,210.0,30.0,16,0.0,0
124,c,116.194162,40.00752,120.0,210.0,30.0,9,0.0,0
125,c,116.566022,39.778848,30.0,120.0,30.0,15,0.0,0
126,c,116.411912,39.916844,60.0,150.0,30.0,8,0.0,0
127,c,116.437106,39.920872,60.0,120.0,30.0,10,0.0,0
128,c,116.599102,39.772456,60.0,120.0,30.0,17,0.0,0
129,c,116.443319,39.881481,60.0,120.0,30.0,18,0.0,0
130,c,116.390961,40.116369,180.0,240.0,30.0,6,0.0,0
131,c,116.320231,39.954882,0.0,120.0,30.0,9,0.0,0
132,c,116.606759,39.894672,0.0,120.0,30.0,19,0.0,0
133,c,116.252625,40.078747,30.0,150.0,30.0,5,0.0,0
134,c,116.64788,39.897239,90.0,210.0,30.0,16,0.0,0
135,c,116.246718,40.040702,120.0,180.0,30.0,19,0.0,0
136,c,116.343155,39.976824,60.0,90.0,30.0,19,0.0,0
137,c,116.535963,40.124322,0.0,60.0,30.0,14,0.0,0
138,c,116.16935,40.093857,0.0,120.0,30.0,18,0.0,0
139,c,116.41144,39.956709,0.0,120.0,30.0,5,0.0,0
140,c,116.298525,40.111116,0.0,120.0,30.0,10,0.0,0
141,c,116.203074,39.747912,90.0,180.0,30.0,15,0.0,0
142,c,116.097985,39.986269,0.0,90.0,30.0,9,0.0,0
143,c,116.67175,39.886428,30.0,150.0,30.0,15,0.0,0
144,c,116.29357,39.855023,150.0,240.0,30.0,8,0.0,0
145,c,116.500452,39.783334,60.0,120.0,30.0,16,0.0,0
146,c,116.478996,40.01486,120.0,240.0,30.0,12,0.0,0
147,c,116.340721,40.038179,90.0,180.0,30.0,15,0.0,0
148,c,116.459293,39.829528,0.0,90.0,30.0,7,0.0,0
149,c,116.56973,39.803575,60.0,120.0,30.0,13,0.0,0
150,c,116.351898,39.825749,150.0,180.0,30.0,12,0.0,0
151,c,116.604977,39.918527,90.0,210.0,30.0,11,0.0,0
152,c,116.177798,39.82951,60.0,180.0,30.0,15,0.0,0
153,c,116.161266,39.972374,0.0,90.0,30.0,13,0.0,0
154,c,116.120459,39.963404,0.0,60.0,30.0,17,0.0,0
155,c,116.327497,39.772979,90.0,120.0,30.0,6,0.0,0
156,c,116.296617,40.158843,120.0,240.0,30.0,7,0.0,0
157,c,116.327706,39.795505,30.0,120.0,30.0,11,0.0,0
158,c,116.259961,39.735708,150.0,240.0,30.0,11,0.0,0
159,c,116.538987,40.054967,150.0,240.0,30.0,5,0.0,0
160,c,116.527949,39.847399,30.0,120.0,30.0,11,0.0,0
161,c,116.32641,39.884319,150.0,240.0,30.0,13,0.0,0
162,c,116.583582,39.762536,60.0,120.0,30.0,12,0.0,0
163,c,116.283098,39.777327,30.0,120.0,30.0,7,0.0,0
164,c,116.253246,39.905355,30.0,90.0,30.0,15,0.0,0
165,c,116.502255,39.953948,150.0,210.0,30.0,7,0.0,0
166,c,116.14839,39.867188,120.0,150.0,30.0,15,0.0,0
167,c,116.118358,39.744257,0.0,90.0,30.0,9,0.0,0
168,c,116.496966,40.09503,0.0,60.0,30.0,9,0.0,0
169,c,116.443437,40.020307,120.0,150.0,30.0,20,0.0,0
170,c,116.444703,39.860382,150.0,180.0,30.0,20,0.0,0
171,c,116.293638,39.945433,120.0,240.0,30.0,17,0.0,0
172,c,116.434328,39.881502,90.0,150.0,30.0,5,0.0,0
173,c,116.428901,40.143464,180.0,240.0,30.0,13,0.0,0
174,c,116.306186,40.124993,60.0,90.0,30.0,20,0.0,0
175,c,116.311595,40.016133,60.0,150.0,30.0,15,0.0,0
176,c,116.588646,39.793364,60.0,120.0,30.0,17,0.0,0
177,c,116.3824,39.74923,120.0,150.0,30.0,12,0.0,0
178,c,116.393017,40.031609,90.0,120.0,30.0,9,0.0,0
179,c,116.520403,39.925765,0.0,90.0,30.0,5,0.0,0
180,c,116.268232,39.774478,0.0,60.0,30.0,20,0.0,0
181,c,116.545907,39.809461,60.0,120.0,30.0,15,0.0,0
182,c,116.65685,39.892983,180.0,210.0,30.0,8,0.0,0
183,c,116.230996,39.778936,90.0,180.0,30.0,6,0.0,0
184,c,116.364302,39.878255,180.0,210.0,30.0,16,0.0,0
185,c,116.505,39.852726,0.0,120.0,30.0,19,0.0,0
186,c,116.614302,39.878936,30.0,150.0,30.0,16,0.0,0
187,c,116.409102,40.108765,120.0,210.0,30.0,18,0.0,0
188,c,116.489591,40.029592,150.0,210.0,30.0,15,0.0,0
189,c,116.233198,40.073006,0.0,30.0,30.0,16,0.0,0
190,c,116.322964,39.871833,90.0,120.0,30.0,11,0.0,0
191,c,116.494016,39.957116,0.0,60.0,30.0,19,0.0,0
192,c,116.207093,39.878158,120.0,180.0,30.0,15,0.0,0
193,c,116.447249,39.850796,120.0,150.0,30.0,11,0.0,0
194,c,116.250291,39.710107,120.0,240.0,30.0,10,0.0,0
195,c,116.40477,40.003738,0.0,90.0,30.0,17,0.0,0
196,c,116.416723,40.047786,60.0,150.0,30.0,6,0.0,0
197,c,116.544121,39.865704,150.0,210.0,30.0,18,0.0,0
198,c,116.652161,39.899866,150.0,210.0,30.0,17,0.0,0
199,c,116.64199,40.048796,90.0,210.0,30.0,13,0.0,0
200,c,116.381163,39.799075,180.0,240.0,30.0,10,0.0,0
201,f,116.350799,39.916374,0.0,960.0,0.0,0,0.57,103
202,f,116.570184,39.923462,0.0,960.0,0.0,0,0.47,92
203,f,116.47228,39.872662,0.0,960.0,0.0,0,0.42,88
204,f,116.206432,40.063378,0.0,960.0,0.0,0,0.5,132
205,f,116.508983,39.79693,0.0,960.0,0.0,0,0.46,103
206,f,116.41816,39.809677,0.0,960.0,0.0,0,0.41,104
207,f,116.620869,40.009045,0.0,960.0,0.0,0,0.46,114
208,f,116.378434,40.062079,0.0,960.0,0.0,0,0.51,145
209,f,116.443565,39.928613,0.0,960.0,0.0,0,0.46,137
210,f,116.635472,39.881807,0.0,960.0,0.0,0,0.49,111
211,f,116.250072,39.947178,0.0,960.0,0.0,0,0.51,99
212,f,116.181828,40.059878,0.0,960.0,0.0,0,0.45,143
213,f,116.20547,40.014398,0.0,960.0,0.0,0,0.49,128
214,f,116.615453,39.940907,0.0,960.0,0.0,0,0.58,90
215,f,116.676071,39.999942,0.0,960.0,0.0,0,0.47,61
216,f,116.238932,39.876511,0.0,960.0,0.0,0,0.44,57
217,f,116.288471,39.696481,0.0,960.0,0.0,0,0.49,118
218,f,116.567669,39.849793,0.0,960.0,0.0,0,0.55,116
219,f,116.51357,40.059974,0.0,960.0,0.0,0,0.51,115
220,f,116.372983,39.948923,0.0,960.0,0.0,0,0.6,73
221,f,116.354349,40.119763,0.0,960.0,0.0,0,0.47,102
222,f,116.154592,39.757396,0.0,960.0,0.0,0,0.58,83
223,f,116.199241,39.816129,0.0,960.0,0.0,0,0.52,59
224,f,116.519183,40.132792,0.0,960.0,0.0,0,0.49,131
225,f,116.231434,39.914733,0.0,960.0,0.0,0,0.55,91
226,f,116.326348,39.884547,0.0,960.0,0.0,0,0.54,56
227,f,116.263177,40.156093,0.0,960.0,0.0,0,0.46,104
228,f,116.206945,40.123683,0.0,960.0,0.0,0,0.45,63
229,f,116.464903,39.976683,0.0,960.0,0.0,0,0.57,91
230,f,116.327652,40.058998,0.0,960.0,0.0,0,0.43,108
231,f,116.473028,39.92786,0.0,960.0,0.0,0,0.47,60
232,f,116.144991,39.7951,0.0,960.0,0.0,0,0.52,118
233,f,116.298357,40.09348,0.0,960.0,0.0,0,0.53,80
234,f,116.44645,39.805575,0.0,960.0,0.0,0,0.41,122
235,f,116.267235,39.815651,0.0,960.0,0.0,0,0.43,149
236,f,116.169317,40.000579,0.0,960.0,0.0,0,0.59,79
237,f,116.405939,39.780384,0.0,960.0,0.0,0,0.46,114
238,f,116.224413,40.146151,0.0,960.0,0.0,0,0.44,122
239,f,116.12525,39.703999,0.0,960.0,0.0,0,0.42,111
240,f,116.706787,39.875348,0.0,960.0,0.0,0,0.52,126
241,f,116.597046,39.779727,0.0,960.0,0.0,0,0.46,79
242,f,116.42844,39.757199,0.0,960.0,0.0,0,0.5,63
243,f,116.345177,40.035371,0.0,960.0,0.0,0,0.53,105
244,f,116.549648,39.812085,0.0,960.0,0.0,0,0.48,112
245,f,116.304764,39.936147,0.0,960.0,0.0,0,0.42,127
246,f,116.55229,39.831011,0.0,960.0,0.0,0,0.49,138
247,f,116.569093,39.809453,0.0,960.0,0.0,0,0.49,100
248,f,116.147134,39.816921,0.0,960.0,0.0,0,0.43,72
249,f,116.667462,39.962808,0.0,960.0,0.0,0,0.44,82
250,f,116.447531,39.749953,0.0,960.0,0.0,0,0.6,59
251,f,116.43962,39.958358,0.0,960.0,0.0,0,0.45,81
252,f,116.217973,39.76426,0.0,960.0,0.0,0,0.41,58
253,f,116.243733,39.845854,0.0,960.0,0.0,0,0.4,138
254,f,116.309385,39.983787,0.0,960.0,0.0,0,0.46,58
255,f,116.368489,40.115393,0.0,960.0,0.0,0,0.41,86
256,f,116.195333,39.82118,0.0,960.0,0.0,0,0.55,110
257,f,116.404329,39.855657,0.0,960.0,0.0,0,0.54,78
258,f,116.190837,39.999309,0.0,960.0,0.0,0,0.46,91
259,f,116.397019,39.898967,0.0,960.0,0.0,0,0.53,96
260,f,116.205702,39.897979,0.0,960.0,0.0,0,0.44,58
261,f,116.647654,39.877709,0.0,960.0,0.0,0,0.55,74
262,f,116.529483,39.892154,0.0,960.0,0.0,0,0.49,108
263,f,116.627512,39.861314,0.0,960.0,0.0,0,0.44,139
264,f,116.198674,39.916612,0.0,960.0,0.0,0,0.58,105
265,f,116.69259,39.890214,0.0,960.0,0.0,0,0.51,104
266,f,116.536915,39.8932,0.0,960.0,0.0,0,0.42,118
267,f,116.636218,40.034586,0.0,960.0,0.0,0,0.57,91
268,f,116.189183,39.723445,0.0,960.0,0.0,0,0.43,148
269,f,116.327434,40.117239,0.0,960.0,0.0,0,0.54,68
270,f,116.568859,39.820563,0.0,960.0,0.0,0,0.43,113
271,f,116.28142,39.886103,0.0,960.0,0.0,0,0.59,100
272,f,116.243011,40.045608,0.0,960.0,0.0,0,0.51,57
273,f,116.327029,39.973866,0.0,960.0,0.0,0,0.49,100
274,f,116.402451,39.887482,0.0,960.0,0.0,0,0.46,82
275,f,116.654761,40.016388,0.0,960.0,0.0,0,0.48,61
276,f,116.690757,39.986581,0.0,960.0,0.0,0,0.42,67
277,f,116.663651,39.914927,0.0,960.0,0.0,0,0.52,96
278,f,116.62726,39.952109,0.0,960.0,0.0,0,0.55,140
279,f,116.171938,39.975946,0.0,960.0,0.0,0,0.44,104
280,f,116.303708,39.869474,0.0,960.0,0.0,0,0.44,71
281,f,116.670191,39.85574,0.0,960.0,0.0,0,0.58,72
282,f,116.452606,39.944367,0.0,960.0,0.0,0,0.57,55
283,f,116.348522,39.921335,0.0,960.0,0.0,0,0.43,66
284,f,116.47012,39.841993,0.0,960.0,0.0,0,0.47,67
285,f,116.386582,39.891243,0.0,960.0,0.0,0,0.43,113
286,f,116.206392,40.105408,0.0,960.0,0.0,0,0.49,80
287,f,116.424844,39.949347,0.0,960.0,0.0,0,0.53,62
288,f,116.264782,39.889347,0.0,960.0,0.0,0,0.41,69
289,f,116.552738,40.040233,0.0,960.0,0.0,0,0.49,66
290,f,116.348242,39.861767,0.0,960.0,0.0,0,0.43,60
291,f,116.253942,40.066961,0.0,960.0,0.0,0,0.47,81
292,f,116.270932,39.72485,0.0,960.0,0.0,0,0.56,85
293,f,116.277915,39.931578,0.0,960.0,0.0,0,0.56,98
294,f,116.454943,40.139756,0.0,960.0,0.0,0,0.53,66
295,f,116.298878,39.932117,0.0,960.0,0.0,0,0.54,92
296,f,116.588865,40.106109,0.0,960.0,0.0,0,0.47,106
297,f,116.245541,40.121379,0.0,960.0,0.0,0,0.47,84
298,f,116.369061,39.909143,0.0,960.0,0.0,0,0.56,62
299,f,116.181614,39.9143,0.0,960.0,0.0,0,0.51,69
300,f,116.469464,39.914106,0.0,960.0,0.0,0,0.58,91
