ID,type,lng,lat,first_receive_tm,last_receive_tm,service_time,reward,unit_charging_cost,charge_rate_kwh_per_hour
89,c,116.608911,39.943043,0.0,120.0,30.0,18,0.0,0
90,c,116.240179,39.832163,30.0,150.0,30.0,5,0.0,0
91,c,116.62493,39.922502,0.0,120.0,30.0,8,0.0,0
92,c,116.443819,39.737954,60.0,180.0,30.0,7,0.0,0
93,c,116.157995,39.971411,0.0,120.0,30.0,16,0.0,0
94,c,116.402641,39.8694,60.0,180.0,30.0,7,0.0,0
95,c,116.498756,40.13761,150.0,240.0,30.0,7,0.0,0
96,c,116.576626,39.93208,90.0,180.0,30.0,18,0.0,0
97,c,116.459352,39.926201,120.0,210.0,30.0,5,0.0,0
98,c,116.339701,40.000489,150.0,240.0,30.0,17,0.0,0
99,c,116.58067,39.847048,60.0,150.0,30.0,7,0.0,0
100,c,116.455124,39.817649,0.0,90.0,30.0,17,0.0,0
101,c,116.41465,39.844925,60.0,150.0,30.0,5,0.0,0
102,c,116.320712,39.911024,0.0,90.0,30.0,15,0.0,0
103,c,116.187568,39.855124,90.0,150.0,30.0,13,0.0,0
104,c,116.660333,39.956927,120.0,180.0,30.0,20,0.0,0
105,c,116.382861,39.870491,180.0,240.0,30.0,6,0.0,0
106,c,116.602154,39.95139,120.0,180.0,30.0,15,0.0,0
107,c,116.598924,39.89673,210.0,240.0,30.0,18,0.0,0
108,c,116.293006,39.90758,120.0,150.0,30.0,16,0.0,0
109,c,116.244166,40.042737,120.0,150.0,30.0,5,0.0,0
110,c,116.414572,40.009596,150.0,180.0,30.0,10,0.0,0
111,c,116.207234,40.06507,120.0,240.0,30.0,18,0.0,0
112,c,116.498353,39.934944,60.0,180.0,30.0,7,0.0,0
113,c,116.397493,39.887702,180.0,240.0,30.0,9,0.0,0
114,c,116.279376,39.75659,180.0,210.0,30.0,16,0.0,0
115,c,116.37485,40.056219,180.0,210.0,30.0,12,0.0,0
116,c,116.408855,39.920865,0.0,120.0,30.0,7,0.0,0
117,c,116.318109,40.013436,150.0,180.0,30.0,6,0.0,0
118,c,116.452279,39.748087,180.0,210.0,30.0,17,0.0,0
119,c,116.393179,40.122868,0.0,60.0,30.0,14,0.0,0
120,c,116.595639,39.929766,30.0,150.0,30.0,9,0.0,0
121,c,116.487234,40.13363,60.0,180.0,30.0,14,0.0,0
122,c,116.165116,39.871749,180.0,210.0,30.0,17,0.0,0
123,c,116.27771,40.042378,0.0,30.0,30.0,16,0.0,0
124,c,116.194162,40.00752,120.0,150.0,30.0,9,0.0,0
125,c,116.566022,39.778848,120.0,240.0,30.0,15,0.0,0
126,c,116.411912,39.916844,30.0,150.0,30.0,8,0.0,0
127,c,116.437106,39.920872,120.0,210.0,30.0,10,0.0,0
128,c,116.599102,39.772456,120.0,210.0,30.0,17,0.0,0
129,c,116.443319,39.881481,180.0,240.0,30.0,18,0.0,0
130,c,116.390961,40.116369,150.0,210.0,30.0,6,0.0,0
131,c,116.320231,39.954882,0.0,60.0,30.0,9,0.0,0
132,c,116.606759,39.894672,90.0,120.0,30.0,19,0.0,0
133,c,116.252625,40.078747,0.0,60.0,30.0,5,0.0,0
134,c,116.64788,39.897239,180.0,210.0,30.0,16,0.0,0
135,c,116.246718,40.040702,0.0,30.0,30.0,19,0.0,0
136,c,116.343155,39.976824,30.0,150.0,30.0,19,0.0,0
137,c,116.535963,40.124322,0.0,120.0,30.0,14,0.0,0
138,c,116.16935,40.093857,120.0,240.0,30.0,18,0.0,0
139,c,116.41144,39.956709,0.0,90.0,30.0,5,0.0,0
140,c,116.298525,40.111116,120.0,210.0,30.0,10,0.0,0
141,c,116.203074,39.747912,0.0,90.0,30.0,15,0.0,0
142,c,116.097985,39.986269,0.0,90.0,30.0,9,0.0,0
143,c,116.67175,39.886428,90.0,150.0,30.0,15,0.0,0
144,c,116.29357,39.855023,90.0,150.0,30.0,8,0.0,0
145,c,116.500452,39.783334,120.0,150.0,30.0,16,0.0,0
146,c,116.478996,40.01486,0.0,60.0,30.0,12,0.0,0
147,c,116.340721,40.038179,0.0,120.0,30.0,15,0.0,0
148,c,116.459293,39.829528,120.0,240.0,30.0,7,0.0,0
149,c,116.56973,39.803575,0.0,120.0,30.0,13,0.0,0
150,c,116.351898,39.825749,60.0,150.0,30.0,12,0.0,0
151,c,116.604977,39.918527,120.0,210.0,30.0,11,0.0,0
152,c,116.177798,39.82951,150.0,240.0,30.0,15,0.0,0
153,c,116.161266,39.972374,120.0,180.0,30.0,13,0.0,0
154,c,116.120459,39.963404,0.0,60.0,30.0,17,0.0,0
155,c,116.327497,39.772979,180.0,210.0,30.0,6,0.0,0
156,c,116.296617,40.158843,120.0,180.0,30.0,7,0.0,0
157,c,116.327706,39.795505,180.0,210.0,30.0,11,0.0,0
158,c,116.259961,39.735708,60.0,90.0,30.0,11,0.0,0
159,c,116.538987,40.054967,120.0,240.0,30.0,5,0.0,0
160,c,116.527949,39.847399,0.0,90.0,30.0,11,0.0,0
161,c,116.32641,39.884319,60.0,150.0,30.0,13,0.0,0
162,c,116.583582,39.762536,60.0,150.0,30.0,12,0.0,0
163,c,116.283098,39.777327,60.0,150.0,30.0,7,0.0,0
164,c,116.253246,39.905355,180.0,240.0,30.0,15,0.0,0
165,c,116.502255,39.953948,180.0,240.0,30.0,7,0.0,0
166,c,116.14839,39.867188,0.0,60.0,30.0,15,0.0,0
167,c,116.118358,39.744257,90.0,120.0,30.0,9,0.0,0
168,c,116.496966,40.09503,60.0,120.0,30.0,9,0.0,0
169,c,116.443437,40.020307,120.0,150.0,30.0,20,0.0,0
170,c,116.444703,39.860382,180.0,210.0,30.0,20,0.0,0
171,c,116.293638,39.945433,0.0,60.0,30.0,17,0.0,0
172,c,116.434328,39.881502,90.0,210.0,30.0,5,0.0,0
173,c,116.428901,40.143464,0.0,90.0,30.0,13,0.0,0
174,c,116.306186,40.124993,0.0,60.0,30.0,20,0.0,0
175,c,116.311595,40.016133,30.0,120.0,30.0,15,0.0,0
176,c,116.588646,39.793364,180.0,240.0,30.0,17,0.0,0
177,c,116.3824,39.74923,120.0,180.0,30.0,12,0.0,0
178,c,116.393017,40.031609,30.0,90.0,30.0,9,0.0,0
179,c,116.520403,39.925765,150.0,180.0,30.0,5,0.0,0
180,c,116.268232,39.774478,180.0,210.0,30.0,20,0.0,0
181,c,116.545907,39.809461,150.0,180.0,30.0,15,0.0,0
182,c,116.65685,39.892983,180.0,210.0,30.0,8,0.0,0
183,c,116.230996,39.778936,0.0,90.0,30.0,6,0.0,0
184,c,116.364302,39.878255,120.0,240.0,30.0,16,0.0,0
185,c,116.505,39.852726,90.0,180.0,30.0,19,0.0,0
186,c,116.614302,39.878936,60.0,150.0,30.0,16,0.0,0
187,c,116.409102,40.108765,120.0,210.0,30.0,18,0.0,0
188,c,116.489591,40.029592,90.0,150.0,30.0,15,0.0,0
189,c,116.233198,40.073006,120.0,180.0,30.0,16,0.0,0
190,c,116.322964,39.871833,60.0,120.0,30.0,11,0.0,0
191,c,116.494016,39.957116,180.0,210.0,30.0,19,0.0,0
192,c,116.207093,39.878158,210.0,240.0,30.0,15,0.0,0
193,c,116.447249,39.850796,0.0,120.0,30.0,11,0.0,0
194,c,116.250291,39.710107,120.0,240.0,30.0,10,0.0,0
195,c,116.40477,40.003738,30.0,120.0,30.0,17,0.0,0
196,c,116.416723,40.047786,0.0,90.0,30.0,6,0.0,0
197,c,116.544121,39.865704,120.0,210.0,30.0,18,0.0,0
198,c,116.652161,39.899866,0.0,90.0,30.0,17,0.0,0
199,c,116.64199,40.048796,60.0,120.0,30.0,13,0.0,0
200,c,116.381163,39.799075,120.0,180.0,30.0,10,0.0,0
201,c,116.117985,40.045386,120.0,180.0,30.0,17,0.0,0
202,c,116.531842,39.829494,150.0,180.0,30.0,16,0.0,0
203,c,116.399156,40.045214,180.0,210.0,30.0,7,0.0,0
204,c,116.619314,40.118343,30.0,60.0,30.0,14,0.0,0
205,c,116.322121,39.954517,210.0,240.0,30.0,8,0.0,0
206,c,116.302773,40.105816,60.0,180.0,30.0,13,0.0,0
207,c,116.502193,40.009199,150.0,240.0,30.0,15,0.0,0
208,c,116.687858,39.973475,120.0,210.0,30.0,6,0.0,0
209,c,116.526286,39.747875,180.0,240.0,30.0,17,0.0,0
210,c,116.417559,39.969415,30.0,90.0,30.0,6,0.0,0
211,c,116.490602,39.963339,180.0,210.0,30.0,17,0.0,0
212,c,116.205366,40.145143,120.0,240.0,30.0,14,0.0,0
213,c,116.473127,39.998621,0.0,60.0,30.0,8,0.0,0
214,c,116.564156,39.919256,60.0,180.0,30.0,19,0.0,0
215,c,116.628119,39.82431,120.0,210.0,30.0,15,0.0,0
216,c,116.230168,40.071781,120.0,210.0,30.0,12,0.0,0
217,c,116.376508,40.031323,30.0,90.0,30.0,19,0.0,0
218,c,116.298797,39.95249,0.0,60.0,30.0,13,0.0,0
219,c,116.188288,39.785815,180.0,240.0,30.0,19,0.0,0
220,c,116.12494,39.789416,60.0,90.0,30.0,16,0.0,0
221,c,116.257688,40.099361,120.0,150.0,30.0,12,0.0,0
222,c,116.55617,39.936915,60.0,90.0,30.0,19,0.0,0
223,c,116.635922,39.832181,30.0,120.0,30.0,13,0.0,0
224,c,116.105126,39.74371,120.0,240.0,30.0,15,0.0,0
225,c,116.466411,39.988646,90.0,180.0,30.0,6,0.0,0
226,c,116.598303,40.050973,120.0,210.0,30.0,10,0.0,0
227,c,116.424648,40.127548,180.0,240.0,30.0,8,0.0,0
228,c,116.376915,39.971917,0.0,60.0,30.0,5,0.0,0
229,c,116.707641,39.91889,60.0,120.0,30.0,18,0.0,0
230,c,116.198841,39.708363,60.0,90.0,30.0,20,0.0,0
231,c,116.495639,39.911295,0.0,90.0,30.0,9,0.0,0
232,c,116.22464,39.782793,0.0,90.0,30.0,20,0.0,0
233,c,116.56836,39.838198,90.0,210.0,30.0,6,0.0,0
234,c,116.353407,39.932741,120.0,210.0,30.0,20,0.0,0
235,c,116.276302,39.780674,0.0,90.0,30.0,9,0.0,0
236,c,116.646199,39.879243,120.0,210.0,30.0,15,0.0,0
237,c,116.326454,39.884205,120.0,180.0,30.0,16,0.0,0
238,c,116.470445,39.78931,60.0,150.0,30.0,12,0.0,0
239,c,116.454592,39.919255,60.0,90.0,30.0,6,0.0,0
240,c,116.189176,39.912679,150.0,180.0,30.0,19,0.0,0
241,c,116.16643,39.991848,120.0,180.0,30.0,14,0.0,0
242,c,116.312054,39.828131,120.0,180.0,30.0,5,0.0,0
243,c,116.56121,39.97287,120.0,180.0,30.0,15,0.0,0
244,c,116.39213,39.747772,180.0,210.0,30.0,17,0.0,0
245,c,116.196599,39.715292,60.0,90.0,30.0,12,0.0,0
246,c,116.452815,40.040456,0.0,120.0,30.0,7,0.0,0
247,c,116.303852,40.054474,30.0,120.0,30.0,13,0.0,0
248,c,116.413854,39.84225,120.0,240.0,30.0,14,0.0,0
249,c,116.194079,40.014206,0.0,90.0,30.0,10,0.0,0
250,c,116.35995,39.831423,60.0,150.0,30.0,18,0.0,0
251,c,116.594821,40.135412,150.0,210.0,30.0,16,0.0,0
252,c,116.490828,39.910101,90.0,150.0,30.0,18,0.0,0
253,c,116.466526,40.00602,210.0,240.0,30.0,6,0.0,0
254,c,116.16495,39.929904,150.0,210.0,30.0,5,0.0,0
255,c,116.316741,39.924148,30.0,60.0,30.0,20,0.0,0
256,c,116.546216,40.031957,120.0,240.0,30.0,10,0.0,0
257,c,116.42681,39.99162,60.0,180.0,30.0,11,0.0,0
258,c,116.54536,39.973302,60.0,150.0,30.0,6,0.0,0
259,c,116.586076,40.077451,60.0,120.0,30.0,13,0.0,0
260,c,116.488628,39.854318,150.0,210.0,30.0,10,0.0,0
261,c,116.196319,40.016255,0.0,30.0,30.0,11,0.0,0
262,c,116.52258,39.994541,120.0,180.0,30.0,14,0.0,0
263,c,116.457262,39.996965,210.0,240.0,30.0,20,0.0,0
264,c,116.627269,39.950806,60.0,180.0,30.0,19,0.0,0
265,c,116.574121,39.96485,120.0,240.0,30.0,12,0.0,0
266,c,116.30561,39.982041,0.0,90.0,30.0,14,0.0,0
267,c,116.247269,39.861845,0.0,60.0,30.0,7,0.0,0
268,c,116.28185,40.015465,0.0,90.0,30.0,8,0.0,0
269,c,116.41658,39.897067,180.0,240.0,30.0,19,0.0,0
270,c,116.286178,40.151132,90.0,150.0,30.0,13,0.0,0
271,c,116.437591,40.100138,180.0,210.0,30.0,11,0.0,0
272,c,116.379866,39.890645,0.0,120.0,30.0,7,0.0,0
273,c,116.454306,39.890242,60.0,180.0,30.0,17,0.0,0
274,c,116.374103,39.802001,120.0,210.0,30.0,18,0.0,0
275,c,116.237082,39.95438,180.0,240.0,30.0,19,0.0,0
276,c,116.692244,39.910436,120.0,210.0,30.0,8,0.0,0
277,c,116.18649,40.064186,120.0,180.0,30.0,6,0.0,0
278,c,116.379468,39.910461,180.0,240.0,30.0,18,0.0,0
279,c,116.50827,39.904111,180.0,210.0,30.0,18,0.0,0
280,c,116.318873,40.091873,0.0,120.0,30.0,16,0.0,0
281,c,116.543318,39.808051,120.0,240.0,30.0,9,0.0,0
282,c,116.240788,39.929417,30.0,150.0,30.0,20,0.0,0
283,c,116.56866,40.09894,120.0,210.0,30.0,9,0.0,0
284,c,116.260495,39.776747,0.0,60.0,30.0,11,0.0,0
285,c,116.53548,39.872472,60.0,120.0,30.0,11,0.0,0
286,c,116.154804,40.07574,120.0,210.0,30.0,12,0.0,0
287,c,116.204736,39.841059,120.0,150.0,30.0,6,0.0,0
288,c,116.288365,39.884728,0.0,90.0,30.0,12,0.0,0
289,c,116.123738,39.745815,0.0,60.0,30.0,11,0.0,0
290,c,116.196348,40.015454,0.0,120.0,30.0,7,0.0,0
291,c,116.571708,39.768688,120.0,210.0,30.0,17,0.0,0
292,c,116.501301,39.745795,120.0,210.0,30.0,5,0.0,0
293,c,116.114497,39.742268,30.0,90.0,30.0,5,0.0,0
294,c,116.103267,39.757127,0.0,60.0,30.0,18,0.0,0
295,c,116.285796,40.100377,90.0,120.0,30.0,15,0.0,0
296,c,116.110911,39.965585,0.0,30.0,30.0,5,0.0,0
297,c,116.275235,40.131681,30.0,150.0,30.0,6,0.0,0
298,c,116.536628,40.001629,0.0,120.0,30.0,12,0.0,0
299,c,116.406051,39.950095,60.0,150.0,30.0,18,0.0,0
300,c,116.284428,40.051582,120.0,210.0,30.0,14,0.0,0
301,c,116.352073,40.01801,90.0,180.0,30.0,10,0.0,0
302,c,116.589081,40.047472,60.0,150.0,30.0,14,0.0,0
303,c,116.586744,39.946024,60.0,90.0,30.0,8,0.0,0
304,c,116.380842,39.878895,120.0,150.0,30.0,14,0.0,0
305,c,116.617896,40.11601,90.0,120.0,30.0,15,0.0,0
306,c,116.171407,39.9964,120.0,240.0,30.0,11,0.0,0
307,c,116.148086,39.857514,120.0,240.0,30.0,5,0.0,0
308,c,116.61818,39.93817,60.0,150.0,30.0,16,0.0,0
309,c,116.361636,39.722082,120.0,210.0,30.0,9,0.0,0
310,c,116.237337,40.097076,120.0,210.0,30.0,19,0.0,0
311,c,116.131274,40.039138,120.0,150.0,30.0,12,0.0,0
312,c,116.113183,39.961169,150.0,180.0,30.0,18,0.0,0
313,c,116.393513,39.939202,120.0,150.0,30.0,12,0.0,0
314,c,116.291622,40.103339,120.0,150.0,30.0,18,0.0,0
315,c,116.43516,39.841622,120.0,240.0,30.0,17,0.0,0
316,c,116.513715,39.80373,60.0,150.0,30.0,11,0.0,0
317,c,116.385237,39.947972,150.0,240.0,30.0,17,0.0,0
318,c,116.50588,39.851419,30.0,120.0,30.0,7,0.0,0
319,c,116.219977,39.812052,90.0,150.0,30.0,20,0.0,0
320,c,116.32584,39.890809,180.0,210.0,30.0,6,0.0,0
321,c,116.545298,40.034099,60.0,90.0,30.0,14,0.0,0
322,c,116.347987,39.711107,0.0,120.0,30.0,9,0.0,0
323,c,116.556855,40.107231,60.0,180.0,30.0,20,0.0,0
324,c,116.301181,40.101156,120.0,210.0,30.0,8,0.0,0
325,c,116.675417,39.951002,150.0,240.0,30.0,9,0.0,0
326,c,116.344526,40.113383,0.0,60.0,30.0,8,0.0,0
327,c,116.156005,40.076847,120.0,180.0,30.0,19,0.0,0
328,c,116.354903,39.953983,30.0,60.0,30.0,16,0.0,0
329,c,116.556711,39.781191,120.0,150.0,30.0,5,0.0,0
330,c,116.447994,39.776081,120.0,150.0,30.0,19,0.0,0
331,c,116.472114,39.89348,0.0,120.0,30.0,16,0.0,0
332,c,116.382612,39.850152,60.0,150.0,30.0,14,0.0,0
333,c,116.389433,39.97676,0.0,60.0,30.0,16,0.0,0
334,c,116.220619,39.774572,30.0,120.0,30.0,11,0.0,0
335,c,116.284699,39.886433,30.0,90.0,30.0,17,0.0,0
336,c,116.276293,40.04682,150.0,180.0,30.0,6,0.0,0
337,c,116.476034,39.895725,120.0,150.0,30.0,8,0.0,0
338,c,116.23434,40.085126,30.0,150.0,30.0,8,0.0,0
339,c,116.597292,40.118362,0.0,120.0,30.0,15,0.0,0
340,c,116.479044,40.10462,0.0,120.0,30.0,7,0.0,0
341,c,116.323463,40.035067,0.0,90.0,30.0,11,0.0,0
342,c,116.293799,40.103065,120.0,210.0,30.0,17,0.0,0
343,c,116.174784,39.995367,120.0,180.0,30.0,10,0.0,0
344,c,116.375711,39.916697,60.0,120.0,30.0,18,0.0,0
345,c,116.318233,39.872354,120.0,150.0,30.0,9,0.0,0
346,c,116.306751,39.9684,210.0,240.0,30.0,20,0.0,0
347,c,116.190337,40.03805,0.0,120.0,30.0,9,0.0,0
348,c,116.557778,39.896102,0.0,120.0,30.0,5,0.0,0
349,c,116.591882,40.048428,90.0,180.0,30.0,10,0.0,0
350,c,116.690799,39.937127,30.0,120.0,30.0,7,0.0,0
351,c,116.468578,40.046876,60.0,120.0,30.0,15,0.0,0
352,c,116.148926,39.8024,60.0,90.0,30.0,6,0.0,0
353,c,116.273097,39.934194,120.0,150.0,30.0,8,0.0,0
354,c,116.275423,40.125261,180.0,210.0,30.0,9,0.0,0
355,c,116.616325,39.798069,0.0,120.0,30.0,12,0.0,0
356,c,116.518102,39.784189,0.0,120.0,30.0,19,0.0,0
357,c,116.209163,40.148981,0.0,90.0,30.0,18,0.0,0
358,c,116.109895,39.760821,60.0,150.0,30.0,11,0.0,0
359,c,116.286741,40.006864,120.0,180.0,30.0,17,0.0,0
360,c,116.283083,40.014391,120.0,180.0,30.0,6,0.0,0
361,c,116.304128,39.953552,180.0,240.0,30.0,6,0.0,0
362,c,116.424905,39.858297,60.0,90.0,30.0,9,0.0,0
363,c,116.522574,40.016052,120.0,240.0,30.0,8,0.0,0
364,c,116.492481,40.02979,60.0,180.0,30.0,19,0.0,0
365,c,116.457941,39.798649,120.0,240.0,30.0,7,0.0,0
366,c,116.293947,39.850358,120.0,210.0,30.0,9,0.0,0
367,c,116.270429,39.874832,0.0,60.0,30.0,6,0.0,0
368,c,116.599793,39.829389,60.0,120.0,30.0,16,0.0,0
369,c,116.600604,39.875702,180.0,210.0,30.0,19,0.0,0
370,c,116.577747,40.043431,180.0,210.0,30.0,11,0.0,0
371,c,116.262563,39.864332,90.0,210.0,30.0,12,0.0,0
372,c,116.527514,39.976685,0.0,120.0,30.0,12,0.0,0
373,c,116.525015,39.904077,90.0,180.0,30.0,18,0.0,0
374,c,116.317664,39.997274,90.0,180.0,30.0,15,0.0,0
375,c,116.414649,40.08214,120.0,180.0,30.0,9,0.0,0
376,c,116.177223,39.843079,150.0,210.0,30.0,7,0.0,0
377,c,116.312071,39.76669,60.0,120.0,30.0,5,0.0,0
378,c,116.589897,39.761889,210.0,240.0,30.0,14,0.0,0
379,c,116.365569,39.9153,180.0,210.0,30.0,15,0.0,0
380,c,116.373051,39.933029,120.0,240.0,30.0,17,0.0,0
381,c,116.212379,40.127579,120.0,240.0,30.0,16,0.0,0
382,c,116.264538,39.905626,0.0,60.0,30.0,12,0.0,0
383,c,116.589145,40.000236,60.0,120.0,30.0,6,0.0,0
384,c,116.344678,40.048093,120.0,180.0,30.0,6,0.0,0
385,c,116.450707,39.939741,180.0,240.0,30.0,7,0.0,0
386,c,116.425667,39.890734,0.0,90.0,30.0,8,0.0,0
387,c,116.400821,39.993059,30.0,150.0,30.0,12,0.0,0
388,c,116.325908,39.861526,0.0,120.0,30.0,14,0.0,0
389,c,116.448469,39.927001,90.0,150.0,30.0,12,0.0,0
390,c,116.437355,39.989739,150.0,240.0,30.0,9,0.0,0
391,c,116.382306,39.960325,30.0,90.0,30.0,5,0.0,0
392,c,116.623784,40.034688,180.0,210.0,30.0,13,0.0,0
393,c,116.32139,39.81157,0.0,90.0,30.0,18,0.0,0
394,c,116.45551,39.944381,0.0,120.0,30.0,16,0.0,0
395,c,116.546946,39.864005,0.0,90.0,30.0,16,0.0,0
396,c,116.192636,39.828248,90.0,180.0,30.0,9,0.0,0
397,c,116.390727,39.89373,120.0,180.0,30.0,18,0.0,0
398,c,116.124924,40.04655,0.0,60.0,30.0,6,0.0,0
399,c,116.388077,39.902642,180.0,210.0,30.0,14,0.0,0
400,c,116.596954,40.030318,60.0,90.0,30.0,16,0.0,0
401,c,116.536792,39.957022,120.0,210.0,30.0,15,0.0,0
402,c,116.443353,39.800758,60.0,180.0,30.0,5,0.0,0
403,c,116.343531,40.053524,0.0,90.0,30.0,16,0.0,0
404,c,116.25676,39.934635,180.0,240.0,30.0,5,0.0,0
405,c,116.428143,40.110781,150.0,210.0,30.0,14,0.0,0
406,c,116.23158,39.881998,120.0,150.0,30.0,7,0.0,0
407,c,116.206099,39.792749,90.0,210.0,30.0,17,0.0,0
